29030,KRUUNUPYY,5,63.717,23.15,25,Europe/Helsinki
29050,NIVALA,5,63.917,24.967,81,Europe/Helsinki
29100,VALASSAARET,5,63.433,21.067,8,Europe/Helsinki
29110,VAASA AIRPORT,5,63.05,21.767,8,Europe/Helsinki
29130,KAUHAVA,5,63.1,23.033,44,Europe/Helsinki
29135,KRUUNUPYY,5,63.717,23.133,26,Europe/Helsinki
29150,VIITASAARI,5,63.083,25.867,132,Europe/Helsinki
29170,KUOPIO,5,63.017,27.8,102,Europe/Helsinki
29190,ILOMANTSI,5,62.683,30.95,165,Europe/Helsinki
29210,MOIKIPAA,5,62.883,21.1,13,Europe/Helsinki
29240,AHTARI,5,62.533,24.017,161,Europe/Helsinki
29290,JOENSUU,5,62.667,29.633,117,Europe/Helsinki
29350,JYVASKYLA,5,62.4,25.683,145,Europe/Helsinki
29390,ILOMANTSI MEKRIJARV,5,62.767,30.967,157,Europe/Helsinki
29420,NIINISALO,5,61.85,22.467,136,Europe/Helsinki
29430,TAMPERE/HARMALA,5,61.45,23.75,92,Europe/Helsinki
29440,TAMPERE/PIRKKALA,5,61.417,23.583,112,Europe/Helsinki
29450,HALLI,5,61.85,24.8,145,Europe/Helsinki
29470,MIKKELI,5,61.733,27.3,138,Europe/Helsinki
29480,SAVONLINNA,5,61.95,28.95,95,Europe/Helsinki
29490,PUNKAHARJU,5,61.8,29.317,88,Europe/Helsinki
29520,PORI,5,61.467,21.8,17,Europe/Helsinki
29530,HAMEENLINNA,5,60.983,24.45,92,Europe/Helsinki
29580,LAPPEENRANTA,5,61.05,28.2,115,Europe/Helsinki
29610,KUUSKAJASKARI,5,61.133,21.367,10,Europe/Helsinki
29630,JOKIOINEN,5,60.817,23.5,103,Europe/Helsinki
29640,KUSTAVI ISOKARI,5,60.717,21.017,4,Europe/Helsinki
29650,LAHTI,5,60.967,25.633,84,Europe/Helsinki
29660,UTTI,5,60.9,26.933,100,Europe/Helsinki
29670,KOTKA HAAPASAARI,5,60.283,27.183,6,Europe/Helsinki
29700,MARIEHAMN/ALAND ISL,5,60.117,19.9,6,Europe/Mariehamn
29710,JOMALA,5,60.15,19.867,10,Europe/Mariehamn
29720,TURKU,5,60.517,22.267,59,Europe/Helsinki
29730,SUOMUSJARVI,5,60.4,23.767,86,Europe/Helsinki
29740,HELSINKI-VANTAA,5,60.317,24.967,56,Europe/Helsinki
29750,HELSINKI-MALMI,5,60.25,25.05,28,Europe/Helsinki
29760,RANKKI,5,60.367,26.967,12,Europe/Helsinki
29800,NYHAMN,5,59.967,19.967,10,Europe/Mariehamn
29810,UTO,5,59.783,21.383,7,Europe/Helsinki
29820,RUSSARO,5,59.767,22.95,11,Europe/Helsinki
29840,BAGASKAR,5,59.933,24.017,21,Europe/Helsinki
29860,KATAJALUOTO,5,60.1,24.917,7,Europe/Helsinki
29880,ISOSAARI,5,60.1,25.067,5,Europe/Helsinki
29900,KUMLINGE ISLAND,5,60.3,20.75,5,Europe/Mariehamn
30010,MUCKLE FLUGGA,6,60.85,-0.883,53,Europe/London
30030,SUMBURGH (CAPE),6,59.883,-1.3,5,Europe/London
30040,COLLAFIRTH HILL,6,60.533,-1.383,57,Europe/London
30050,LERWICK,6,60.133,-1.183,84,Europe/London
30060,SELLA NESS,6,60.45,-1.267,7,Europe/London
30080,FAIR ISLE,6,59.533,-1.633,57,Europe/London
30100,SULE SKERRY,6,59.083,-4.4,12,Europe/London
30130,FOULA,6,60.15,-2.067,22,Europe/London
30170,KIRKWALL AIRPORT,6,58.95,-2.9,26,Europe/London
30220,BENBECULA ISLAND,6,57.467,-7.367,6,Europe/London
30230,SOUTH UIST RANGE,6,57.333,-7.367,4,Europe/London
30240,HYSKEIR (LGT-H),6,56.967,-6.683,10,Europe/London
30250,BUTT OF LEWIS (LH),6,58.517,-6.267,23,Europe/London
30260,STORNOWAY,6,58.217,-6.317,15,Europe/London
30280,NEIST POINT (LGT-H),6,57.417,-6.783,21,Europe/London
