29580,LAPPEENRANTA,5,61.05,28.2,115,3
29610,KUUSKAJASKARI,5,61.133,21.367,10,3
29630,JOKIOINEN,5,60.817,23.5,103,3
29640,KUSTAVI ISOKARI,5,60.717,21.017,4,3
29650,LAHTI,5,60.967,25.633,84,3
29660,UTTI,5,60.9,26.933,100,3
29670,KOTKA HAAPASAARI,5,60.283,27.183,6,3
29700,MARIEHAMN/ALAND ISL,5,60.117,19.9,6,5
29710,JOMALA,5,60.15,19.867,10,5
29720,TURKU,5,60.517,22.267,59,3
29730,SUOMUSJARVI,5,60.4,23.767,86,3
29740,HELSINKI-VANTAA,5,60.317,24.967,56,3
29750,HELSINKI-MALMI,5,60.25,25.05,28,3
29760,RANKKI,5,60.367,26.967,12,3
29800,NYHAMN,5,59.967,19.967,10,5
29810,UTO,5,59.783,21.383,7,3
29820,RUSSARO,5,59.767,22.95,11,3
29840,BAGASKAR,5,59.933,24.017,21,3
29860,KATAJALUOTO,5,60.1,24.917,7,3
29880,ISOSAARI,5,60.1,25.067,5,3
29900,KUMLINGE ISLAND,5,60.3,20.75,5,5
30010,MUCKLE FLUGGA,6,60.85,-0.883,53,6
30030,SUMBURGH (CAPE),6,59.883,-1.3,5,6
30040,COLLAFIRTH HILL,6,60.533,-1.383,57,6
30050,LERWICK,6,60.133,-1.183,84,6
30060,SELLA NESS,6,60.45,-1.267,7,6
30080,FAIR ISLE,6,59.533,-1.633,57,6
30100,SULE SKERRY,6,59.083,-4.4,12,6
30130,FOULA,6,60.15,-2.067,22,6
30170,KIRKWALL AIRPORT,6,58.95,-2.9,26,6
30220,BENBECULA ISLAND,6,57.467,-7.367,6,6
30230,SOUTH UIST RANGE,6,57.333,-7.367,4,6
30240,HYSKEIR (LGT-H),6,56.967,-6.683,10,6
30250,BUTT OF LEWIS (LH),6,58.517,-6.267,23,6
30260,STORNOWAY,6,58.217,-6.317,15,6
30280,NEIST POINT (LGT-H),6,57.417,-6.783,21,6
30320,RUBH RE,6,57.867,-5.817,16,6
30370,SKYE/LUSA,6,57.25,-5.8,18,6
30490,CAPE WRATH (LGT-H),6,58.633,-5,112,6
30570,FOYERS,6,57.267,-4.483,21,6
30580,INVERGORDON HARBOUR,6,57.683,-4.167,3,6
30590,INVERNESS/DALCROSS,6,57.533,-4.05,9,6
30610,TARBAT NESS (CAPE),6,57.867,-3.767,19,6
30620,TAIN RANGE,6,57.817,-3.967,4,6
30630,AVIEMORE,6,57.2,-3.833,228,6
30660,KINLOSS,6,57.65,-3.567,5,6
30680,LOSSIEMOUTH,6,57.717,-3.317,6,6
30700,GLENLIVET,6,57.35,-3.35,213,6
30750,WICK,6,58.45,-3.083,36,6
30890,USAN,6,56.683,-2.45,30,6
30910,ABERDEEN/DYCE AIRPO,6,57.2,-2.217,69,6
30920,PETERHEAD HARBOUR,6,57.5,-1.767,15,6
30930,FRASERBURGH (LGT-H),6,57.683,-2,19,6
30940,ROSEHEARTY,6,57.7,-2.117,7,6
31000,TIREE,6,56.5,-6.883,12,6
31020,ORSAY (LGT-H),6,55.667,-6.5,23,6
31050,ISLAY/PORT ELLEN,6,55.683,-6.25,17,6
31060,RHUVAAL,6,55.917,-6.133,20,6
31110,MACHRIHANISH,6,55.433,-5.7,10,6
31140,OBAN,6,56.417,-5.467,4,6
31180,CORSEWALL PT. (LH),6,55,-5.15,15,6
31310,MULL OF GALLOWAY LH,6,54.633,-4.85,78,6
31320,WEST FREUGH,6,54.85,-4.95,10,6
31330,SLOY,6,56.25,-4.717,6,6
31340,GLASGOW BISHOPTON,6,55.9,-4.533,59,6
31350,PRESTWICK(CIV/NAVY),6,55.5,-4.583,20,6
31360,PRESTWICK RNAS,6,55.517,-4.583,27,6
31370,WHITHORN,6,54.7,-4.417,40,6
31380,GREENOCK MRCC,6,55.967,-4.8,5,6
31390,SAUGHALL,6,55.6,-4.217,223,6
31394,CAMPBELTOWN,6,55.433,-5.683,14,6
31400,GLASGOW AIRPORT,6,55.867,-4.433,8,6
31450,GLASGOW WEA. CEN.,6,55.867,-4.267,17,6
31540,DUMFRIES/DRUNGANS,6,55.05,-3.65,16,6
31590,DATSAV3 VIRT STATION (UNITED KINGDOM),6,-67.767,-68.917,0,7
31600,EDINBURGH AIRPORT,6,55.95,-3.35,41,6
